,제목,장르모음,출연진,개봉일,등급,상영시간,기본장르
0,패밀리 맨,"코미디 블록버스터 영화,코미디 영화,미국 영화",니콜라스 케이지 테아 레오니 돈 치들 제러미 피번 사울 루비넥 조지프 서머 마켄지 베가 제이크 밀코비치 라이언 밀코비치 리사 톤힐 하브 프레스넬 메리 베스 허트 케이트 월시,2000 ,"
15+ ", 2시간 5분 , 드라마 장르
0,천국의 책방 - 연화,"일본 작품,드라마 영화,로맨틱한 영화,도서 원작 영화",다케우치 유코 다마야마 데쓰지 카리나 아라이 히로후미 카가와 테루유키 아가타 모리오 가가와 교코 하라다 요시오,2004 ,"
12+ ", 1시간 51분 , 드라마 장르
0,블록 아일랜드 사운드,"인디 영화,호러 영화,미국 영화",크리스 셰필드 미케일라 맥매너스 네빌 아셤보 라이언 오플래너건 마틸다 롤러 짐 커밍스 제러미 홈 하이디 니더마이어 윌리 C. 카펜터 매슈 롤러,2020 ,"
15+ ", 1시간 39분 , 호러
0,채피,"SF 영화,액션 & 어드벤처 영화,미국 영화",샬토 코플리 휴 잭맨 시고니 위버 데브 파텔 닌자 욜란디 피서르 호세 파블로 칸틸로 브랜던 오렛 조니 셀레마 모리스 카피드,2015 ,"
15+ ", 2시간 , SF
0,달려라! 오피스걸,"대만 작품,코미디 시리즈,로맨틱 코미디 시리즈",추쩌 커자옌 리위펀 패트릭 리 곽서요 원성하오 채숙진,2011 ,"
15+ ", 시즌 1개 , 로맨스
0,올 더 머니,"스릴러 영화,도서 원작 영화,미국 영화",미셸 윌리엄스 마크 월버그 찰리 플러머 로맹 뒤리스 티머시 허턴 크리스토퍼 플러머 찰리 숏웰 앤드류 부찬 마코 레오나디 니콜라스 바포리디스,2017 ,"
15+ ", 2시간 12분 , 스릴러
0,패싱,"드라마 영화,도서 원작 영화,사회 이슈 드라마 장르 영화,미국 영화",테사 톰프슨 루스 네가 안드레이 홀런드 알렉산데르 스카르스고르드,2021 ,"
15+ ", 1시간 39분 , 드라마 장르
0,믹스테이프,"가족 영화,어린이 & 가족 영화,청춘 드라마 장르,미국 영화",제마 브룩 앨런 오드리 셰이 올가 페차 줄리 보언 잭슨 라스본 닉 슌,2021 ,"
전체관람가 ", 1시간 37분 , 키즈
0,My Sunshine,"로맨틱한 드라마,드라마,중국 본토 시리즈,도서 원작 시리즈",종한량 당언 탄카이 양러 젠런쯔 미루,2015 ,"
15+ ",0, 로맨스
0,워크래프트: 전쟁의 서막,"SF 영화,액션 & 어드벤처 영화,미국 영화",트래비스 피멀 폴라 패튼 벤 포스터 도미닉 쿠퍼 토비 켑벨 벤 슈네처 로버트 카진스키 클랜시 브라운 오언조 루스 네가 애나 갤빈 칼럼 키스 레니,2016 ,"
12+ ", 2시간 3분 , 액션
0,웻 시즌,"싱가포르 작품,드라마 영화",여얀얀 코자러 크리스토퍼 리 양스빈,2021 ,"
청불 ", 1시간 43분 , 드라마 장르
0,21,"드라마 영화,도서 원작 영화,미국 영화",짐 스터지스 케빈 스페이시 케이트 보즈워스 아론 유 리자 라피라 제이콥 피츠 로런스 피시번 잭 맥기 조시 게드 샘 골자리 헬렌 캐리 잭 길핀,2008 ,"
15+ ", 2시간 2분 , 드라마 장르
0,터닝 포인트,"이탈리아 작품,드라마 영화",안드레아 라탄치 브란도 파치토 아니엘로 아레나 마르첼로 폰테 루도비카 마르티노 막스 말라테스타 차벨리 사스트레 곤살레스 페데리코 토치 툴리오 소렌티노 크리스티안 디 산테,2022 ,"
청불 ", 1시간 30분 , 드라마 장르
0,여름밤을 달려 봐,"청춘 드라마 장르,드라마 영화,로맨틱한 영화,도서 원작 영화,청춘 영화,미국 영화",에마 파사로 벨몬트 카멜리 케이트 보즈워스 앤디 맥다월 더멋 멀로니 로라 카리우키 마커스 스크리브너 제너비브 하넬리우스 사미아 피너티 리카도 허타도 폴 카미리언,2022 ,"
12+ ", 1시간 48분 , 드라마 장르
0,사랑의 바다,"키즈 시리즈,태국 작품,만화 시리즈",가이 윌리엄 버넷 안차사 푸리차야와로돔 타라꼰 위세신톱 타릿 맛 아마따야꾼 아탈리 더 코닝 켈리 B. 존스,2022 ,"
전체관람가 ", 시즌 1개 , 키즈
0,퍼스트 클래스,"스페인 작품,리얼리티 시리즈,라이프스타일",,2022 ,"
15+ ", 시즌 1개 , 리얼리티 TV
0,맛 킬라우,"말레이시아 작품,밀리터리 영화,시대물,액션 & 어드벤처 영화,사회 이슈 드라마 장르 영화",아디 푸트라 베토 쿠샤이리 파타 아민 조한 아사리 알리 카리미 야얀 루히안 제프 안드레 페야르츠 완 하나피 수 키르 라흐만 파리드 아미룰 A. 갈락 자리나 자이누르딘 파라 아흐맛 잘랄루딘 하산 라힘 라잘리 남 론 샤하루딘 탐비 엘리 수리아티 오마르 무바락 마짓 Z. 잠리 완 수하이미,2022 ,"
청불 ", 1시간 57분 , 액션
0,블리피의 핼러윈 파티,"어린이 & 가족 영화,키즈 교육 영화,미국 영화",클레이턴 그림,2021 ,"
전체관람가 ", 40분 , 키즈
0,케이지,"로맨틱한 드라마,드라마,쿠웨이트 작품,중동 TV 쇼,코미디 시리즈,로맨틱 코미디 시리즈",할레드 아민 후사인 알마흐디 라완 마흐디 라미아 타레크 샤브남 칸 헤사 알나브한 샤우크 마이 알발루시 아흐메드 모사에드 자이나 마흐디,2022 ,"
12+ ", 시즌 1개 , 드라마 장르
0,배드 가이즈,"가족 영화,어린이 & 가족 영화,코미디 영화,도서 원작 영화,미국 영화",샘 록웰 마크 매런 아콰피나 크레이그 로빈슨 앤서니 라모스 리처드 아이오아디 자시 베츠 알렉스 볼스타인 릴리 싱,2022 ,"
전체관람가 ", 1시간 40분 , 키즈
0,남한산성,"밀리터리 영화,드라마 영화,도서 원작 영화,시대물",이병헌 김윤석 박해일 고수 박희순 송영창 조우진 이다윗 허성태 조아인,2017 ,"
15+ ", 2시간 19분 , 드라마 장르
0,디보션,"밀리터리 영화,드라마 영화,도서 원작 영화,실화 바탕 영화,미국 영화",조너선 메이저스 글렌 파월 크리스티나 잭슨 대런 카가소프 조 조나스 스펜서 네빌 닉 하그로브 분 플랫 새드 러킨빌,2022 ,"
12+ ", 1시간 40분 , 드라마 장르
0,세 개의 비밀,"드라마,멕시코 작품,미스터리 시리즈,스릴러 시리즈",마이테 페로니 다비드 초카로 플라비오 메디나 누리아 바헤스 오필리아 메디나 아나 라옙스카 클라우디아 로보 알도 가야르도 다니엘라 발데스,2022 ,"
청불 ", 시즌 1개 , 스릴러
0,벤젠스,"코미디 영화,미스터리 영화,미국 영화",B.J. 노박 보이드 홀브룩 이사 레이 애쉬튼 커쳐 J. 스미스-캐머런 리오 팁턴 도브 카메론 이사벨라 아마라,2022 ,"
15+ ", 1시간 48분 , 코미디
0,보이지 않는 여자,"드라마,남아공 작품,범죄 시리즈,스릴러 시리즈",게일 마발라네 브렌던 대니얼스 헤인 더프리스 발더마르 슐츠 부요 다불라 일서 클링크 콜린 모스 모투시 마가노 압두라흐만 아담스 시미 아이작스,2023 ,"
청불 ", 시즌 1개 , 스릴러
0,내 이름은 마더,"액션 & 어드벤처 영화,미국 영화",제니퍼 로페즈 조셉 파인즈 가엘 가르시아 베르날 루시 파에스 오마리 하드윅 폴 레이시 제시 가르시아 이본 세나트 존스 이디 팰코,2023 ,"
15+ ", 1시간 57분 , 액션
0,내안의 그놈,코미디 영화,진영 박성웅 라미란 이수민 이준혁 김광규,2019 ,"
15+ ", 2시간 2분 , 코미디
0,푸바,"드라마,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램",아놀드 슈워제네거 모니카 바바로 밀란 카터 가브리엘 루나 제이 배루셸 포춘 핌스터 트래비스 반 윙클 파비아나 우데니오 바버라 이브 해리스 아파나 브리엘 앤디 버클리,2023 ,"
청불 ", 시즌 1개 , 액션
0,턴 오브 타이드,"드라마,포르투갈 작품",조제 콘데사 엘레나 칼데이라 안드레 레이탕 호드리구 토마스 마리아 주앙 바스투스 알바누 제로니무 아폰수 피멘테우 켈리 베일리 페페 하파조트 프란체스코 아콰롤리 아드리아누 카르발류 마르칸토니오 델 카를로 디나르트 드 프레이타스 사우바도르 마르치냐 주앙 페드루 바스,2023 ,"
청불 ", 시즌 1개 , 드라마 장르
0,무서운 이야기 2,"키즈 시리즈,가족이 함께 보는 시리즈,코미디 시리즈,만화 시리즈",세스 로건 윌 아넷 휴 로리 윌 페럴 데이비드 크로스 숀 비숍 키퍼 서덜랜드 코디 캐머런 아론 워너,2009 ,"
12+ ", 시즌 1개 , 키즈
0,무서운 이야기,"키즈 시리즈,가족이 함께 보는 시리즈,코미디 시리즈,만화 시리즈",안토니오 반데라스 휴 로리 마이크 마이어스 리즈 위더스푼 세스 로건 크리스틴 스칼 딘 에드워즈,2009 ,"
12+ ", 시즌 1개 , 키즈
0,Z 네이션,"SF 시리즈,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,호러 시리즈",켈리타 스미스 키스 앨런 러셀 호지킨슨 냇 쟁 아나스타샤 바라노바 DJ 퀄스 피세이 파오 그레이시 길럼 나탈리 쫑짜른랍 타라 홀트 톰 에버렛 스콧,2014 ,"
청불 ", 시즌 5개 , 액션
0,토니 로빈스 - 멘토는 내 안에 있다,"다큐멘터리 영화,미국 영화",토니 로빈스,2016 ,"
15+ ", 1시간 56분 , 다큐멘터리
0,탈룰라,"드라마 영화,인디 영화,미국 영화",엘리엇 페이지 앨리슨 재니 타미 브랜차드 에반 조니킷 우조 아두바 존 벤자민 히키 데이빗 제야스 재커리 퀸토 프레드릭 렌,2016 ,"
청불 ", 1시간 51분 , 드라마 장르
0,이스트사이더스,"드라마,코미디 시리즈,미국 TV 프로그램",킷 윌리엄슨 반 핸시스 매튜 맥켈리건 존 할박 스티븐 구아리노 윌럼 벨리 콘스탄스 우 브리 그랜트 브리아나 브라운,2012 ,"
청불 ", 시즌 4개 , 드라마 장르
0,우린 아스퍼거인,"다큐멘터리 영화,미국 영화",노아 브리튼 이선 핀런 잭 행크 뉴 마이클 인제미,2016 ,"
15+ ", 1시간 22분 , 다큐멘터리
0,젠 커크맨: 인생을 즐겨라,스탠드업 코미디,젠 커크맨,2017 ,"
청불 ", 1시간 9분 , 코미디
0,범고래 등대,"스페인 작품,드라마 영화,로맨틱한 영화,도서 원작 영화,실화 바탕 영화",마리벨 베르두 호아킨 푸리엘 호아킨 라팔리니,2016 ,"
12+ ", 1시간 50분 , 드라마 장르
0,우리의 연인들,"스페인 작품,로맨스·엉뚱하고 기발,로맨틱 코미디 영화,코미디 영화,로맨틱한 영화",에두아르도 노리에가 미셸 제너 펠레 마르티네스 아마이아 살라망카,2016 ,"
청불 ", 1시간 31분 , 드라마 장르
0,핫 걸 원티드: 턴 온,"다큐시리즈,미국 TV 프로그램",,2017 ,"
청불 ", 시즌 1개 , 다큐멘터리
0,로리 스코벨: 내 생애 첫 스탠드업 코미디,스탠드업 코미디,로리 스코벨,2017 ,"
청불 ", 1시간 6분 , 코미디
0,대관절 해피니스,"시트콤,코미디 시리즈,미국 TV 프로그램",캐시 베이츠 애런 모튼 톤 벨 더기 볼드윈 엘리자베스 호 엘리자베스 앨더퍼 크리스 레드 벳시 소다로 니콜 설리번 마이클 트루코,2017 ,"
청불 ", 시즌 2개 , 코미디
0,LEGO Elves: 엘븐데일의 비밀,"키즈 시리즈,만화 시리즈",애슐리 볼 에린 매튜스 레베카 후세인 카일 라이드아웃 라일리 머독 빈센트 통 니콜 올리버 스콧 맥닐 캐슬린 바,2017 ,"
12+ ", 시즌 1개 , 키즈
0,아무 일도 없었다,"영국 작품,스릴러 영화",잭 로든 마틴 매캔 토니 커렌 이언 피리 캐머런 잭,2018 ,"
청불 ", 1시간 41분 , 스릴러
0,머큐리 13,"다큐멘터리 영화,과학 & 자연 다큐멘터리,사회 & 문화 다큐멘터리,미국 영화",,2018 ,"
12+ ", 1시간 19분 , 다큐멘터리
0,글로리아 올레드: 약자 편에 선다,"다큐멘터리 영화,사회 & 문화 다큐멘터리,미국 영화",글로리아 올레드,2018 ,"
15+ ", 1시간 35분 , 다큐멘터리
0,장화신은 고양이의 신나는 모험,"키즈 시리즈,코미디 시리즈,만화 시리즈",에릭 바우자 제이마 메이스 그레이 그리핀 폴 러그 조슈아 러시 캔디 마일로 러레인 뉴먼,2015 ,"
전체관람가 ", 시즌 6개 , 키즈
0,빤스맨의 위대한 모험,"키즈 시리즈,가족이 함께 보는 시리즈,도서 원작 시리즈,코미디 시리즈,만화 시리즈",냇 팩슨 제이 그래그나니 라몬 해밀턴 숀 애스틴 데이시 브룩샤이어 호르헤 디아스 에번 키시야마,2018 ,"
전체관람가 ", 시즌 3개 , 키즈
0,당신보다 그것이 좋아,"로맨틱한 드라마,드라마,코미디 시리즈,로맨틱 코미디 시리즈,미국 TV 프로그램",드완다 와이즈 클리오 앤서니 리릭 벤트 앤서니 라모스 차이나 레인 마고 빙엄 일페네쉬 하데라 엘비스 놀라스코 디에이드러 아지자,2017 ,"
청불 ", 시즌 2개 , 드라마 장르
0,웰컴 투 더 패밀리,"드라마,스페인 작품,코미디 시리즈",멜라니 올리바레스 이반 마사게 욜란다 라모스 나오 알베트 조르지나 아모로스 레이티 센 노나 카르도네르 미켈 페르난데스 류이스 빌랴누에바 베치 투르네스,2018 ,"
청불 ", 시즌 1개 , 코미디
0,부패의 맛,"과학 & 자연 TV 프로그램,과학 & 자연 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",,2018 ,"
15+ ", 시즌 2개 , 다큐멘터리
0,7월 22일,"스릴러 영화,도서 원작 영화,영화·법정,실화 바탕 영화,사회 이슈 드라마 장르 영화,미국 영화",요나스 스트란 그라블리 아네르스 다니엘센 리 욘 외이가르덴 마리아 보크 토르비에른 하르 세다 위트 이사크 바클리 알겐 올라 푸루세트,2018 ,"
청불 ", 2시간 24분 , 드라마 장르
0,바비의 드림하우스 어드벤처,"키즈 시리즈,만화 시리즈",아메리카 영 키어스틴 데이 커샌드라 리 모리스 캐시디 네이버 리테시 라잔 스테파니 셰이 리사 퓨슨 그레그 천 자니 용 보쉬,2018 ,"
전체관람가 ", 시즌 3개 , 키즈
0,회색 게임: 원 투 자가,"말레이시아 작품,드라마 영화,사회 이슈 드라마 장르 영화",자히릴 아짐 아리오 바유 아스마라 아비게일 로스딘 수보 아메룰 아펜디 이딜 주흐리 알라우딘 티머시 카스틸로 추킨와 알롱 에이젠디 남 론,2018 ,"
15+ ", 1시간 21분 , 드라마 장르
0,블랙 프린스: 크리스마스 캐럴,"키즈 시리즈,가족 영화,드라마,가족이 함께 보는 시리즈,어린이 & 가족 영화,영국 작품",제일런 배런 빌리 에인절 만프리트 밤브라 셀린 버켄스 프레디 카터 브루스 허벌린얼 케리 잉그램 샬럿 조던 제프 맥기번 마틴 밥-셈플,2018 ,"
전체관람가 ", 57분 , 키즈
0,격투맨 바키,"일본 소년 만화를 만나다,액션 애니,일본 작품,애니 시리즈,일본 스포츠 애니메이션,일본 만화 원작 시리즈",시마자키 노부나가 오츠카 아키오 스고 타카유키 시마다 빈 코야마 리키야 에구치 타쿠야 긴가 반조 코야스 타케히토 츠다 켄지로 차후린 후타마타 잇세이 무기히토 가와하라 요시히사 아마미야 소라 후루야 토오루 오츠카 호추 호시 소이치로 이즈카 쇼조 나카오 류세이,2018 ,"
청불 ", 시즌 3개 , 애니
0,디아블레로: 악마 사냥꾼,"멕시코 작품,도서 원작 시리즈,스릴러 시리즈,호러 시리즈,판타지 시리즈",크리스토페르 본 우케르만 오라시오 가르시아 로하스 지셀 쿠리 파티마 몰리나 움베르토 부스토 엘라 벨덴 미첼 두발 돌로레스 에레디아 케찰리 코르테스 알렉사 마르틴 플라비오 메디나 둘세 네리 마리아나 보타스,2018 ,"
청불 ", 시즌 2개 , 호러
0,킹덤,"정치 시리즈,액션 & 어드벤처 시리즈,시대물,웹툰 원작 한국 드라마,스릴러 시리즈,호러 시리즈,한국 드라마",주지훈 류승룡 배두나 김상호 김성규 전석호 김혜준 박병은 허준호,2019 ,"
청불 ", 시즌 2개 , 스릴러
0,소년 장군 고요,"필리핀 작품,밀리터리 영화,드라마 영화,시대물,실화 바탕 영화",파울로 아벨리노 카를로 아키노 아론 빌랴플로르 몬 콘피아도 그웬 자모라 제프리 키존 앨빈 앤슨 엠프레스 슉 페를라 바우티스타 벤저민 알베스,2018 ,"
청불 ", 2시간 30분 , 드라마 장르
0,마우트하우센의 사진사,"스페인 작품,밀리터리 영화,드라마 영화,실화 바탕 영화",마리오 카사스 리하르트 판 바이덴 알렌 에르난데스 아드리아 살라사르 에두아르트 부크 슈테판 바이네르트 루벤 유스테 니콜라 스토야노비치 프랑크 페이스 마르크 로드리게스 알베르트 모라 루카 페로시 라이너 라이너스 토니 고밀라 에밀리오 가비라 마카레나 고메스,2018 ,"
청불 ", 1시간 50분 , 드라마 장르
0,매들린 매캔 실종 사건,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리",,2019 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,에도아르도 페라리오의 불편한 진실,"이탈리아 작품,스탠드업 코미디",에도아르도 페라리오,2019 ,"
15+ ", 1시간 5분 , 코미디
0,당신과 자연의 대결,"키즈 시리즈,가족이 함께 보는 시리즈,과학 & 자연 TV 프로그램,리얼리티 시리즈",베어 그릴스,2019 ,"
12+ ", 시즌 1개 , 키즈
0,파밀리예,"독일 작품,드라마 영화,인디 영화",쿠빌라이 사르카야 아르넬 타치 무함메드 키르탄 비올레타 슈라블로프 부라크 이이트 기와르 하타르 하자비 리드반 키르탄 일한 에르딘치 미하엘 하네만 세다트 키르탄,2017 ,"
청불 ", 1시간 38분 , 드라마 장르
0,트웰브는 영원히,"키즈 시리즈,만화 시리즈",켈시 애벗 앤터니 델 리오 제일런 배런 맷 베리 브리짓 에버렛 브랜던 워델 스티브 에이지 스펜서 로스벨 닉 스미다 애슐리 보엣처 웨이드 랜돌프,2019 ,"
12+ ", 시즌 1개 , 키즈
0,남편의 그것이 들어가지 않아,"로맨틱한 드라마,드라마,일본 작품,도서 원작 시리즈,TV 프로그램·실화 바탕",이시바시 나쓰미 나카무라 아오이,2019 ,"
청불 ", 시즌 1개 , 드라마 장르
0,파차마마와 보물의 땅,어린이 & 가족 영화,아당 무사미 찰리 버지노 블라스타 브라나 소냐 볼 알렉상드르 아루슈,2019 ,"
12+ ", 1시간 11분 , 키즈
0,데이브레이크,"청소년 시리즈,코미디 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,호러 시리즈,코믹스 원작 시리즈",콜린 포드 얼리비아 앨린 린드 소피 심넷 오스틴 크루트 코디 키어슬리 잔테 고들록 그레고리 카시안 크리스타 로드리게스 매슈 브로더릭,2019 ,"
청불 ", 시즌 1개 , 코미디
0,비크람: 요가 구루의 두 얼굴,"다큐멘터리 영화,범죄 실화 다큐멘터리,미국 영화",비크람 초우두리,2019 ,"
15+ ", 1시간 26분 , 다큐멘터리
0,"애슐리 가르시아, 사랑을 배우다","키즈 시리즈,시트콤,가족이 함께 보는 시리즈,청춘 드라마,청소년 시리즈,코미디 시리즈",파울리나 차베스 젠카를로스 카넬라,2020 ,"
12+ ", 시즌 3개 , 키즈
0,위기의 레스토랑,"음식 & 여행 시리즈,캐나다 작품,리얼리티 시리즈,홈 & 가든 리얼리티 TV,라이프스타일",닉 리버라토 캐린 본 데니스 프레스콧,2020 ,"
12+ ", 시즌 2개 , 리얼리티 TV
0,티퍼니 해디시: 빈민가에서 할리우드로,스탠드업 코미디,티퍼니 해디시,2017 ,"
청불 ", 1시간 5분 , 코미디
0,뛰뛰빵빵! 코리의 모험: 크리시 댄스,"키즈 시리즈,어린이 & 가족 영화,만화 시리즈,미국 영화",AC 림 메이지 벤슨 케리 구드욘슨 테런스 스미스 폴 킬럼 오마리 위버 엘라 조이 발레스테로스 스미스 포먼 스탠리 무어,2020 ,"
전체관람가 ", 42분 , 키즈
0,제리 사인펠드: 23시간 죽이기,스탠드업 코미디,제리 사인펠드,2020 ,"
15+ ", 1시간 , 코미디
0,열여덟 번의 선물,"청춘 드라마 장르,이탈리아 작품,드라마 영화,인디 영화",비토리아 푸치니 베네데타 포르카롤리 에도아르도 레오 사라 라차로 마르코 메세리 베티 페드라치 알레산드로 잘로코스타 필리포 질리 자코모 로셀리,2020 ,"
15+ ", 1시간 54분 , 드라마 장르
0,슬래셔,"미스터리 시리즈,미국 TV 프로그램,호러 시리즈",케이티 맥그라스 브랜던 제이 맥라렌 스티브 바이어스 패트릭 개로 딘 맥더멋 크리스토퍼 제콧 웬디 크루슨 레슬리 호프 러벌 애덤스-그레이 짐 왓슨 폴리노 누네스 타이 올손 조앤 배니콜라 서배스천 피것 매디슨 치토 멀린다 섕커 케이틀린 리브 리베카 리디어드 폴라 브랭캐티 살바토레 안토니오 리사 베리 게이브리얼 다쿠 에린 카플럭 안나 메르세데스 모리스 일란 무알렘 바라카 라흐마니 로지 사이먼 로버트 코미에,2017 ,"
청불 ", 시즌 3개 , 호러
0,크레이지 딜리셔스,"가족이 함께 보는 시리즈,음식 & 여행 시리즈,영국 작품,경쟁 리얼리티 시리즈,리얼리티 시리즈",제이드 애덤스 칼라 홀 헤스턴 블루먼솔 니클라스 엑스테트,2020 ,"
전체관람가 ", 시즌 1개 , 리얼리티 TV
0,올드 가드,"도서 원작 영화,액션 & 어드벤처 영화,미국 영화",샤를리즈 테론 키키 레인 마르완 켄자리 루카 마리넬리 해리 멜링 응오타인번 마티아스 스후나르츠 추이텔 에지오포,2020 ,"
청불 ", 2시간 5분 , 액션
0,울고 싶은 나는 고양이 가면을 쓴다,"SF & 판타지 애니,가족 영화,어린이 & 가족 영화,일본 작품,로맨스 애니메이션,로맨틱한 영화,드라마 장르 애니메이션,애니메이션 영화",시다 미라이 하나에 나츠키 오기 히로아키 야마데라 고이치 코토부키 미나코 지바 스스무 카와스미 아야코 오오하라 사야카 나미카와 다이스케,2020 ,"
전체관람가 ", 1시간 45분 , 애니
0,가족의 죄,"아르헨티나 작품,드라마 영화,사회 이슈 드라마 장르 영화",세실리아 로트 미겔 앙헬 솔라 벤하민 아마데오 소피아 갈라 카스티글리오네 야니나 아빌라 마르셀로 수비오토 파올라 바리엔토스 디에고 크레모네시 클라우디오 마르티네스 벨,2020 ,"
15+ ", 1시간 39분 , 드라마 장르
0,영 월랜더,"드라마,도서 원작 시리즈,미스터리 시리즈,범죄 시리즈,스칸디나비아 TV 쇼,스릴러 시리즈",아담 폴손 리처드 딜레인 리앤 베스트 야센 아투어 엘리스 채플 토미와 에둔 사라 세예드 리사 해먼드 조세프 데이비스,2020 ,"
청불 ", 시즌 2개 , 드라마 장르
0,투건스,"액션 & 어드벤처 영화,미국 영화",덴절 워싱턴 마크 월버그 폴라 패튼 빌 팩스턴 제임스 마스든 프레드 워드 에드워드 제임스 올모스 로버트 존 버크 패트릭 피슐러 그레그 스프롤스,2013 ,"
청불 ", 1시간 49분 , 액션
0,무브,"프랑스 작품,다큐시리즈,사회 & 문화 다큐멘터리",,2020 ,"
15+ ", 시즌 1개 , 다큐멘터리
0,콜,스릴러 영화,박신혜 전종서 김성령 이엘 박호산 오정세 이동휘 엄채영,2020 ,"
15+ ", 1시간 52분 , 스릴러
0,할머니의 유언장,"멕시코 작품,LGBTQ+ 영화,코미디 영화",수사나 알렉산데르 디노 가르시아 로베르토 다미코 호세 카를로스 로드리게스 마르타 클라우디오 모레노 티아레 스칸다 로드리고 무라이 루이스 아리에타 마리아나 토레스 루이스 에르네스토 프랑코 아리아드네 디아스 마리마르 베가 안토니오 가오나 다마얀티 킨타나르 엔리케 베케르 마리아노 로모,2020 ,"
15+ ", 1시간 37분 , 코미디
0,고양이를 빌려드립니다,"일본 작품,코미디 영화",이치카와 미카코 쿠사무라 레이코 미츠이시 켄 야마다 마호 다나카 케이 고바야시 가쓰야,2012 ,"
12+ ", 1시간 50분 , 드라마 장르
0,삼진그룹 영어토익반,"코미디 영화,사회 이슈 드라마 장르 영화",고아성 이솜 박혜수,2020 ,"
12+ ", 1시간 50분 , 코미디
0,카이라와 비밀의 마법 클럽,"키즈 시리즈,가족이 함께 보는 시리즈,호주 작품,판타지 시리즈",쓰카코시 기미에 엘리자베스 컬런 밀라 밀른스 줄리언 컬런 레인보 웨델 제이미 카터 크리스토퍼 서머스 스티브 네이션,2018 ,"
전체관람가 ", 시즌 2개 , 키즈
0,홀스턴,"드라마,도서 원작 시리즈,미국 TV 프로그램,TV 프로그램·실화 바탕",이완 맥그리거 빌 풀먼 레베카 다얀 데이비드 피투 크리스타 로드리게스 로리 컬킨 베라 파미가 지안 프랑코 로드리게스 설리번 존스 켈리 비숍 딜론 제임스 워터스턴 제이슨 크래비츠 마리 베스 페일,2021 ,"
청불 ", 시즌 1개 , 드라마 장르
0,원티드,"액션 & 어드벤처 영화,미국 영화",제임스 맥어보이 안젤리나 졸리 모건 프리먼 테렌스 스탬프 토마스 크레취만 커먼 크리스튼 헤거 마크 워런 데이비드 오하라 다토 박타드제,2008 ,"
청불 ", 1시간 49분 , 액션
0,마다가스카의 펭귄,"가족 영화,어린이 & 가족 영화,코미디 영화,영화·스파이,미국 영화",톰 맥그라스 크리스토퍼 나이츠 크리스 밀러 콘래드 버논 존 말코비치 베네딕트 컴버배치 켄 정 아넷 마헨드루 피터 스토메어,2014 ,"
전체관람가 ", 1시간 32분 , 키즈
0,은교,"드라마 영화,로맨틱한 영화,도서 원작 영화",박해일 김무열 김고은 정만식,2012 ,"
청불 ", 2시간 9분 , 드라마 장르
0,바비와 첼시: 사라진 생일,"어린이 & 가족 영화,미국 영화",아메리카 영 캐시디 네이버 키어스틴 데이 커샌드라 리 모리스 리사 퓨슨 그레그 천 벤저민 프론스키 레일라 버진스 나키아 버리즈 제이컵 크레이너,2021 ,"
전체관람가 ", 1시간 1분 , 키즈
0,이스케이프 플랜,"액션 & 어드벤처 영화,미국 영화",실베스터 스탤론 아놀드 슈워제네거 제임스 카비젤 50센트 샘 닐 비니 존스 파란 타히르 빈센트 더노프리오 에이미 라이언 그레이엄 백켈,2013 ,"
청불 ", 1시간 55분 , 액션
0,거북이 달린다,"코미디 영화,액션 & 어드벤처 영화",김윤석 정경호 선우선 견미리 김지나 신정근 최권 김혜지 이무생,2009 ,"
15+ ", 1시간 57분 , 액션
0,열한번째 엄마,드라마 영화,김혜수 김영찬 류승룡 황정민 김지영 노민우 안다니엘 구본임 박현우,2007 ,"
12+ ", 1시간 44분 , 드라마 장르
0,"스탠바이, 웬디","드라마 영화,인디 영화,미국 영화",다코타 패닝 토니 콜렛 앨리스 이브 말라 깁스 제시카 로스 리버 알렉산더 윌리엄 스탠퍼드 데이비스 스테파니 앨린 토니 레벌로리 숀 로 마이클 스탈 데이빗,2018 ,"
전체관람가 ", 1시간 29분 , 드라마 장르
0,아케인,"액션 & 어드벤처 시리즈,미국 TV 프로그램,판타지 시리즈",헤일리 스타인펠드 케이티 렁 케빈 알레한드로 제이슨 스피색 엘라 퍼넬 톡스 올라군도예 J. B. 블랑크 해리 로이드 쇼레 아그다슐루 믹 윙거트 유리 로웬탈 조쉬 키튼 미아 싱클레어 제니스 레미 히,2021 ,"
15+ ", 시즌 1개 , 액션
0,랑종,호러 영화,나릴랴 꾼몽콘펫 사와니 우툼마 시라니 얀끼띠깐 야사까 차이손 분송낙푸 아루니 와타나 타낫폰 분상 파카폰 스리롱므앙,2021 ,"
청불 ", 2시간 10분 , 호러
0,다신 널 외롭게 하지 않을게,"드라마 영화,로맨틱한 영화,중국 영화,중국 본토 영화",서기 류예 황추생 톈량 펑단잉 싸르나 장쑹원 가오톈 연개,2011 ,"
15+ ", 2시간 2분 , 드라마 장르
