,제목,장르모음,시놉시스,특징,출연진,개봉일,등급,상영시간,기본장르,nfid,imdbid
0,미셸 울프: 웃자는 얘기죠,스탠드업 코미디,"청불 토크의 달인 미셸 울프, 화려한 전적의 그녀가 떴다. 마사지 잘 받는 법, 남자도 생리를 한다면, 여자의 적은 여자 등 더럽게(?) 웃긴 이야기들의 향연. 듣다가 갑자기 분위기 궁서체 되기 있기, 없기? 그냥 한번 웃어보자고요.",아찔하고 발칙하게,"미셸 울프,",2019 ,"
청불 ", 59분 , 코미디,81036542,tt11269704
0,베이비스: 눈부신 첫해,"과학 & 자연 TV 프로그램,과학 & 자연 다큐멘터리,다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램","아기에겐 어떤 양육 방식이 좋을까. 환경은 무슨 영향을 미칠까. 아기에 관한 온갖 질문들. 이제 과학으로 답을 찾는다. 생후 1년, 아기의 성장을 다룬 다큐멘터리 시리즈.",기분 좋아지는,,2020 ,"
전체관람가 ", 시즌 2개 , 다큐멘터리,80117833,tt1020938
0,아미트 탄돈: 탄탄하고 돈독한 가족,"인도 작품,스탠드업 코미디","결혼은 로맨스의 무덤이다. 또한 현대 사회의 양육은 불공정으로 가득하지. 인도의 멀티테이너 아미트 탄돈, 가족을 대하는 지혜를 말하다. 태세 전환 잘하시는 부모님부터 배우자에게 잘해야 하는 이유까지. 우리 가족으로 말할 것 같으면.",,"아미트 탄돈,",2019 ,"
15+ ", 1시간 12분 , 코미디,81094382,tt11262978
0,발할라 살인,"드라마,미스터리 시리즈,범죄 시리즈,스칸디나비아 TV 쇼,스릴러 시리즈","노인들이 잇달아 살해된다. 유일한 단서는 30년 전의 사진 한 장. 그 사진이 인도하는 대로 과거를 추적해가는 두 수사관. 파헤칠수록 더욱 미궁에 빠지는 사건 속에서, 두 사람은 깨닫는다. 현재는 끝나지 않은 과거임을.","어두운,긴장감 넘치는","니나 되그 필리퓌스도티르,비외르든 토르스,베르귀르 에비,알디스 아마 해밀턴,시귀르뒤르 스쿨라손,틴나 흐라픈스도티르,아르든디스 흐뢴 에이일스도티르,에다 비외르그빈스도티르,발뤼르 프레이르 에이나르손,데이먼 영거,",2020 ,"
청불 ", 시즌 1개 , 스릴러,81043833,tt9100822
0,미라클 프롬 헤븐,"가족 영화,어린이 & 가족 영화,드라마 영화,도서 원작 영화,실화 바탕 영화,미국 영화","독실한 기독교 신자 크리스티. 딸이 불치병 선고를 받고, 갖은 노력에도 병이 점점 깊어지자 그녀의 세상은 무너져 내린다. 정녕 하늘은 우리를 외면하는 걸까? 어둠 속에 한 줄기 빛이 깃들듯, 과연 기적은 찾아올 것인가.","감명을 주는,진심 어린,감정을 파고드는","제니퍼 가너,카일리 로저스,퀸 라티파,에우헤니오 데르베스,마틴 헨더슨,존 캐럴 린치,브라이턴 샤비노,코트니 팬슬러,",2016 ,"
전체관람가 ", 1시간 49분 , 드라마 장르,80081151,tt4257926
0,안녕 여름,"로맨틱한 드라마,드라마,청춘 드라마,이탈리아 작품,도서 원작 시리즈,청소년 시리즈","여름이 싫은 서머, 밴드 멤버인 아빠는 투어를 떠나고 피서객들의 요란한 파티도 지겹다. 모터사이클 레이서 알레, 사고 후의 이 계절이 가혹하기만 하다. 그리고 여름 한가운데서 만난 두 사람. 이제 멈출 수 없는 설렘이 시작된다.","달콤 쌉싸름,로맨틱","코코 레베카 에도가메,루도비코 테르시니,아만다 캄파나,안드레아 라탄치,조반니 마이니,알리시아 앤 에도가메,토니,",2020 ,"
청불 ", 시즌 3개 , 로맨스,81004936,tt11394340
0,제프리 엡스타인: 괴물이 된 억만장자,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리","억만장자 성범죄자, 제프리 엡스타인. 부와 권력으로 수많은 여성을 나락에 떨어트린 괴물의 민낯이 밝혀진다. 생존자들의 용기 있는 증언을 담아낸 다큐멘터리 시리즈.",진실을 찾아,,2020 ,"
청불 ", 시즌 1개 , 다큐멘터리,80224905,tt12312250
0,설국열차,"정치 시리즈,드라마,SF 시리즈,액션 & 어드벤처 시리즈,미국 TV 프로그램,스릴러 시리즈","얼어붙은 지구, 살아남으려면 끝없이 달려야 한다. 마지막 인류를 싣고 선로를 따라 순환하는 열차. 조금만 미끄러져도 파멸이 다가온다. 그래도 혁명을 포기할 수는 없다.","긴박감 넘치는,거부할 수 없는 이끌림","제니퍼 코넬리,다비드 디그스,미키 섬너,앨리슨 라이트,리나 홀,이도 골드버그,수잔 박,케이티 맥기니스,샘 오토,실라 밴드,로베르토 우르비나,마이크 오말리,애널리스 배소,제일린 플레처,해피 앤더슨,티머시 V. 머피,빈센트 게일,케리 오맬리,숀 빈,로언 블랜처드,스티븐 오그,아치 판자비,",2020 ,"
청불 ", 시즌 3개 , SF,80177458,tt1706620
0,세계 스포츠 열전,"다큐시리즈,사회 & 문화 다큐멘터리,미국 TV 프로그램",세상에 이런 스포츠가! 세계 곳곳의 독특하고 위험한 스포츠를 소개하는 다큐멘터리 시리즈. 이런 전통이 뿌리내리고 번성할 수 있었던 지역 문화도 함께 고찰한다.,감명을 주는,,2020 ,"
12+ ", 시즌 1개 , 다큐멘터리,80227160,tt12429046
0,짐 제프리스: 나는 못 참아,스탠드업 코미디,"어느 날 갑자기 신에게서 유당불내증을 선물(?)받았다는 코미디언 짐 제프리스. 그가 도저히 참을 수 없을 만큼 짜릿했던 데이트를 회상한다. 여기에 세상에 관한 온갖 불평불만을 곁들이니, 배꼽 잡는 풀코스 코미디가 완성됐다!",도발적인,"짐 제프리스,",2020 ,"
청불 ", 1시간 6분 , 코미디,81121954,tt12588160
0,공포 도시: 마피아와의 전쟁,"범죄 시리즈,다큐시리즈,미국 TV 프로그램,범죄 실화 다큐멘터리","1970년대와 1980년대에 걸쳐, 뉴욕은 5대 마피아의 손아귀에 있다. 영원할 것처럼 보이는 그들의 막강한 권력. 이를 무너뜨리려는 연방 요원들이 힘겨운 싸움을 시작한다.",진실을 찾아,,2020 ,"
청불 ", 시즌 1개 , 다큐멘터리,80218338,tt12588372
0,헤이터,"폴란드 작품,스릴러 영화","상대의 평판을 깎을 수 있다면 뭐든 한다. 그게 내 직업이니까. 게시물 조작부터 가짜 계정까지, SNS상의 선동을 업으로 삼은 청년. 보란 듯이 출세해 그녀의 마음을 얻고 싶었을 뿐인데, 그간의 악행이 현실 세계를 뒤흔들기 시작한다.",어두운,"마치에이 무시아워프스키,아가타 쿠레샤,다누타 스텐카,바네사 알렉산데르,마치에이 슈투르,야첵 코만,아담 그라도프스키,피오트르 비에드론,마르티니카 코시니차,",2020 ,"
청불 ", 2시간 16분 , 드라마 장르,81270667,tt9506474
0,맨 인 더 다크,"호러 영화,미국 영화","현찰을 쌓아둔 독거노인에다가 시각장애인. 완전 거저먹기잖아? 최고의 사냥감을 찾은 십대 빈집털이 3인조. 하지만 노인이 깨어나고, 어둠이 깔린 집 안에서 모든 것이 반전된다. 자, 이제 누가 진짜 사냥감이지?","폭력적인,긴장감 넘치는","제인 리비,스티븐 랭,다니엘 소바토,딜런 미넷,세르게이 오놉코,",2016 ,"
청불 ", 1시간 28분 , 호러,80100649,tt4160708
0,보글보글 스폰지밥: 극장판,"어린이 & 가족 영화,코미디 영화,미국 영화","집게사장이 넵튠 왕의 왕관을 훔쳤다는 혐의를 받자, 스폰지밥과 뚱이는 집게사장의 무죄를 입증하기 위해 험난한 모험을 떠난다.",허당 매력,"톰 케니,클랜시 브라운,로저 범패스,빌 페이거바케,미스터 로렌스,질 탤리,캐롤린 로렌스,메리 조 캐틀렛,제프리 탬보어,스칼렛 요한슨,알렉 볼드윈,데이빗 핫셀호프,",2004 ,"
전체관람가 ", 1시간 28분 , 키즈,70011204,tt0345950
0,악마는 사라지지 않는다,"스릴러 영화,도서 원작 영화,미국 영화","그의 헌신이 문제였을까, 아니면 그저 일어날 일이었을까. 소중한 이들을 지키고 싶은 한 남자의 주변에 악한 자들이 들러붙는다. 도망갈 곳도 없는 작고 외딴 마을에서.","불길한,어두운","톰 홀랜드,빌 스카르스고르드,라일리 키오,로버트 패틴슨,미아 바시코프스카,제이슨 클라크,서배스천 스탠,헤일리 베넷,해리 멜링,일라이자 스캔런,",2020 ,"
청불 ", 2시간 18분 , 드라마 장르,81028870,tt7395114
0,드래곤즈 도그마,"SF & 판타지 애니,액션 애니,일본 작품,비디오게임 원작 애니메이션,애니 시리즈","참혹한 공격에 쓰러진 후, 각성자로 부활한 이선. 내 심장을 가져간 드래곤을 무찌르리라! 분노로 가득한 복수의 여정. 악마들을 무찌를수록, 그는 더욱 어둠에 빠져든다.","어두운,흥미진진","그레그 천,에리카 멘데스,크리스티나 비,데이비드 로지,나카무라 유이치,미즈키 나나,사와시로 미유키,산페이 유코,미모리 스즈코,스고 타카유키,",2020 ,"
청불 ", 시즌 1개 , 애니,80992784,tt1718199
0,투 더 레이크,"드라마,러시아 작품,SF 시리즈,도서 원작 시리즈,스릴러 시리즈","알 수 없는 끔찍한 병이 삽시간에 퍼져 문명의 종말을 고했다. 인간성이 말살된 극한의 위기 속에서 한 그룹의 생존자들이 모든 것을 건 이동을 시작한다. 머나먼 호수 어딘가에 있다는 안전지대를 향해, 언제 멎을지 모를 숨을 고르며.","으스스한,긴장감 넘치는,감정을 파고드는","빅토리야 이사코바,키릴 캐로,알렉산드르 로바크,나탈리야 젬초바,마리야나 스피바크,유리 쿠즈네초프,옐다르 칼리물린,빅토리야 아갈라코바,알렉산드르 야첸코,사벨리 쿠드랴쇼프,",2020 ,"
청불 ", 시즌 1개 , 드라마 장르,81302258,tt9151230
0,베이비시터를 위한 몬스터 사냥 가이드,"가족 영화,어린이 & 가족 영화,도서 원작 영화,미국 영화","핼러윈에 날벼락을 맞은 10대 소녀. 돌보던 아이가 납치당했다, 그것도 부기맨과 그의 부하 괴물들에게. 그렇다면 싸우는 수밖에. 베이비시터들의 비밀 결사단이 나가신다!",흥미진진,"태머라 스마트,우나 로런스,톰 펠턴,트로이 리앤 존슨,린 마사코 쳉,타이 콘시글리오,이언 호,인디아 무어,알레시오 스칼조토,탬슨 맥도노우,",2020 ,"
전체관람가 ", 1시간 38분 , 키즈,81012821,tt0264941
0,위 아 40,"음악,힙합,코미디 영화,인디 영화,미국 영화","40살엔 성공한 예술가가 되어있을 줄 알았지. 한물간 극작가가 되어있을 줄은 몰랐다. 그래서 다 포기해야 할까? 아니, 내 이야기를 랩으로 해보자. 할 말은 넘쳐나니까.","감명을 주는,잔잔한","라다 블랭크,피터 킴,오스윈 벤저민,이마니 루이스,하스키리 벨라스케스,안토니오 오르티스,T.J. 애텀스,리드 버니,",2020 ,"
15+ ", 2시간 4분 , 코미디,80231356,tt10642834
0,아더 크리스마스,"가족 영화,어린이 & 가족 영화,영국 작품,코미디 영화",머나먼 북극에서 크리스마스 선물을 준비하는 산타 가족과 요정들. 갑작스레 터진 대형 사고에 산타는 둘째 아들 아더에게 임무를 맡긴다는데. 올해도 행복한 크리스마스가 될 수 있을까요? 아더는... 어딜 봐도 산타와 거리가 멀거든요!,"기분 좋아지는,진심 어린,허당 매력","제임스 맥어보이,휴 로리,빌 나이,짐 브로드벤트,이멜다 스톤턴,애슐리 젠슨,마크 우튼,로라 리니,이바 롱고리아,라모나 마케즈,마이클 팔린,",2011 ,"
전체관람가 ", 1시간 37분 , 키즈,70202138,tt1430607
0,딱따구리와 비,"일본 작품,코미디 영화","산골에서 평생 나무를 베며 살아온 남자. 어느 날 영화 찍으러 온 촬영팀을 도와주면서 모든 게 달라진다. 박력 넘치는 60대 벌목꾼과 소심한 20대 영화감독의 만남, 레디고!","힐링,감명을 주는,잔잔한","야쿠쇼 코지,오구리 슌,고라 겐고,우스다 아사미,후루타치 칸지,구로다 다이스케,야마자키 츠토무,시마다 규사쿠,히라타 미츠루,이부 마사토,타카하시 츠토무,",2012 ,"
전체관람가 ", 2시간 8분 , 드라마 장르,80081094,tt1867566
0,네 마음에 새겨진 이름,"대만 작품,LGBTQ+ 영화,드라마 영화,로맨틱한 영화,중국 영화","1987년, 오랜 세월 지속했던 계엄령이 해제된 대만. 같은 반 남학생 자한과 버디가 사랑에 빠진다. 하지만 사방에 퍼져 있는 동성애 혐오. 그리고 너무나 무거운 부모님의 기대. 두 사람은 이 사랑을 지킬 수 있을까.","달콤 쌉싸름,거부할 수 없는 이끌림","천하오썬,청징화,대립인,왕위등,파비오 그랑종,사오이메이,취셴핑,린후이민,훙두라쓰,왕차이화,",2020 ,"
청불 ", 1시간 54분 , 드라마 장르,81287844,tt10329134
0,남극의 쉐프,"일본 작품,코미디 영화,도서 원작 영화,실화 바탕 영화",평균 기온이 영하 54도인 남극 기지. 이 극한의 환경에서 임무를 수행하는 8명의 대원이 있다. 집과 가족으로부터 멀리 떨어져 묵묵히 견뎌내야 하는 외로운 생활. 이럴 땐 달리 방법이 없다. 맛있는 음식으로 푸는 수밖에!,"힐링,유쾌 발랄,감명을 주는","사카이 마사토,나마세 카츠히사,키타로,고라 겐고,니시다 나오미,후루타치 칸지,구로다 다이스케,고하마 마사히로,우카시 타카시,시마다 규사쿠,도요하라 고스케,",2009 ,"
전체관람가 ", 2시간 5분 , 드라마 장르,80061891,tt1345728
0,헬'S 키친,"음식 & 여행 시리즈,경쟁 리얼리티 시리즈,리얼리티 시리즈,미국 TV 프로그램","지옥의 주방이 열리면 살벌한 전쟁이 시작된다. 경쟁에서 지면 한 명씩 퇴출. 하지만 극강의 요리 실력을 증명해 최종 우승하면 호화 레스토랑에서 일할 기회가! 독설가로 유명한 영국의 스타 셰프, 고든 램지가 진행하는 리얼리티 쇼.",흥미진진,"고든 램지,",2005 ,"
청불 ", 시즌 4개 , 리얼리티 TV,70155551,tt0437005
0,알고리즘의 편견,"다큐멘터리 영화,사회 & 문화 다큐멘터리,미국 영화",MIT 미디어 랩의 연구원 조이 부올람위니가 안면 인식 소프트웨어에서 이상한 점을 발견한다. 왜 흑인 여성의 얼굴은 제대로 인식하지 못하는 것일까. 이 질문에서 출발해 알고리즘 속 편견과 차별을 파헤쳐가는 다큐멘터리.,진실을 찾아,,2020 ,"
12+ ", 1시간 25분 , 다큐멘터리,81328723,tt11394170
0,간츠: O,"SF & 판타지 애니,액션 애니,SF 영화,일본 작품,호러 영화,호러 애니메이션,액션 & 어드벤처 영화,애니메이션 영화","한 번 죽었다가 다시 살아난 이들. 정체불명의 괴물을 죽여 100점을 채우면 3가지 보상을 받을 수 있다: 최신 무기, 죽은 자의 부활, 그리고 현실 세계로의 귀환.",폭력적인,"오노 다이스케,M·A·O,카쿠 토모히로,하야미 사오리,이케다 슈이치,켄도 코바야시,레이저 라몬 RG,레이저 라몬 HG,츠키야마 마사네,오노사카 마사야,츠다 켄지로,오가와 테루아키,요시다 히사노리,카지 유우키,",2016 ,"
청불 ", 1시간 35분 , 애니,80149259,tt5923962
0,스토어웨이,"SF 영화,스릴러 영화",3인의 대원이 우주선에 몸을 싣고 화성으로 떠난다. 하지만 뜻하지 않게 그 여정에 합류한 네 번째 승객. 이제 모두의 생명이 위험하다. 그들은 어떤 선택을 내려야 할까.,"어두운,긴장감 넘치는","애나 켄드릭,토니 콜렛,대니얼 대 김,셔미어 앤더슨,",2021 ,"
12+ ", 1시간 57분 , SF,81321986,tt0028315
